Date,Shift,Area,Machine,Operator,%Availability,Run Time,Slow Speed %,Slow Speed (Mins),Down Time %,Down Time(mins),Calculated Target Kg,Actual Kg,Target %,Total Shift Time,Product code,Calculated kg,Week,Month
25-11-2020,A,Spooling,BLING 2,Yuvaraj S,100,140,0,460,0,431,3450,2675,77.54,571,ER70S6-1.0mm-100Kg,2074,Week 48,11
25-11-2020,A,Spooling,BLING 3,Musadhiq,97,113,10,1,3,240,3450,2594,75.19,353,ER70S6-1.4mm-250Kg,1359,Week 48,11
25-11-2020,A,Spooling,BLING 4,Pandiaraj B,62,374,14,351,38,307,3450,3267,94.7,681,ER70S6-1.2mm-250Kg,86,Week 48,11
25-11-2020,A,Spooling,N/A,,13,324,33,251,87,120,3450,2166,62.78,444,Nil,2294,Week 48,11
25-11-2020,A,Spooling,N/A,,43,1,16,186,57,139,3450,2725,78.99,140,Nil,113,Week 48,11
25-11-2020,A,Spooling,N/A,,38,25,38,408,62,49,3450,648,18.78,74,Nil,554,Week 48,11
25-11-2020,A,Spooling,N/A,,56,66,38,470,44,92,3450,2571,74.52,158,Nil,1233,Week 48,11
25-11-2020,A,Spooling,N/A,,4,412,26,205,96,99,3450,2705,78.41,511,Nil,17,Week 48,11
25-11-2020,A,Spooling,N/A,,0,76,1,351,100,390,3450,334,9.68,466,Nil,1557,Week 48,11
25-11-2020,A,Spooling,N/A,,78,51,3,217,22,241,3450,2730,79.13,292,Nil,694,Week 48,11
25-11-2020,A,Spooling,BLING 1,Noor Amen,50,425,36,380,50,383,3450,299,8.67,808,ER70S6-1.2mm-250Kg,771,Week 48,11
25-11-2020,A,saw,Pounds 2,Thirumoorthy,50,330,17,467,50,436,3450,1337,38.75,766,EB2-2mm-200-R,507,Week 48,11
25-11-2020,A,saw,N/A,,77,262,18,416,23,422,3450,2277,66,684,Nil,2804,Week 48,11
25-11-2020,A,saw,N/A,,0,338,15,328,100,424,3450,1585,45.94,762,Nil,991,Week 48,11
25-11-2020,A,saw,N/A,,41,64,38,309,59,467,3450,225,6.52,531,Nil,1470,Week 48,11
25-11-2020,A,saw,N/A,,37,215,16,123,63,318,3450,969,28.09,533,Nil,481,Week 48,11
25-11-2020,A,saw,N/A,,63,425,38,348,37,301,3450,1829,53.01,726,Nil,1182,Week 48,11
25-11-2020,A,saw,N/A,,87,312,1,307,13,16,3450,2644,76.64,328,Nil,1375,Week 48,11
25-11-2020,A,saw,N/A,N/A,99,266,10,340,1,45,3450,73,2.12,311,Nil,10,Week 48,11
25-11-2020,A,saw,N/A,,39,386,12,380,61,342,3450,1757,50.93,728,Nil,1294,Week 48,11
25-11-2020,A,saw,N/A,,41,17,15,320,59,389,3450,2445,70.87,406,Nil,2916,Week 48,11
25-11-2020,A,saw,Pounds 1,Praveen K. V.,94,41,5,469,6,169,3450,2806,81.33,210,Nil,1405,Week 48,11
25-11-2020,A,dd,CHING 2,Elumalai K,3,164,10,190,97,413,3450,86,2.49,577,,1005,Week 48,11
25-11-2020,A,dd,CHING 3,Ponnpan,39,319,34,41,61,133,3450,735,21.3,452,Nil,2613,Week 48,11
25-11-2020,A,dd,N/A,,32,153,35,228,68,143,3450,3374,97.8,296,Nil,248,Week 48,11
25-11-2020,A,dd,N/A,,54,379,14,242,46,158,3450,1229,35.62,537,Nil,698,Week 48,11
25-11-2020,A,dd,N/A,,63,113,2,23,37,347,3450,1512,43.83,460,Nil,1032,Week 48,11
25-11-2020,A,dd,N/A,,89,148,16,201,11,174,3450,1086,31.48,322,Nil,202,Week 48,11
25-11-2020,A,dd,N/A,,2,141,27,112,98,403,3450,1751,50.75,544,Nil,2093,Week 48,11
25-11-2020,A,dd,N/A,,34,300,6,104,66,336,3450,1108,32.12,636,Nil,1724,Week 48,11
25-11-2020,A,dd,N/A,,39,177,16,349,61,245,3450,7,0.2,422,Nil,1106,Week 48,11
25-11-2020,A,dd,N/A,,65,85,0,172,35,127,3450,3339,96.78,212,Nil,2860,Week 48,11
25-11-2020,A,dd,CHING 1,Surya K,68,45,40,368,32,194,3450,1107,32.09,239,ER70S6-2.2mm,635,Week 48,11
25-11-2020,A,wd,ZING 2,Ghanshyam,19,175,22,185,81,453,3450,1169,33.88,628,Nil,2703,Week 48,11
25-11-2020,A,wd,ZING 3,Ghanshyam,9,338,31,404,91,92,3450,761,22.06,430,,2693,Week 48,11
25-11-2020,A,wd,ZING 4,Bakkiyaraj.K,16,83,26,276,84,78,3450,1914,55.48,161,Nil,854,Week 48,11
25-11-2020,A,wd,ZING 5,Ghanshyam,28,221,22,97,72,333,3450,1912,55.42,554,ER70S-6-1.2mm,644,Week 48,11
25-11-2020,A,wd,ZING 6,Manikandan D,72,224,35,154,28,29,3450,3468,100.52,253,Nil,2171,Week 48,11
25-11-2020,A,wd,ZING 8,Kumarasami P,61,16,30,130,39,39,3450,1640,47.54,55,,2592,Week 48,11
25-11-2020,A,wd,ZING 12,Amalraj K,62,437,39,416,38,302,3450,1207,34.99,739,Nil,2922,Week 48,11
25-11-2020,A,wd,ZING 11,Ramakrishnan,10,217,9,214,90,11,3450,552,16,228,,2635,Week 48,11
25-11-2020,A,wd,ZING 9,Kumarasami P,59,232,25,445,41,15,3450,563,16.32,247,ER70S6-1.6mm-R,2545,Week 48,11
25-11-2020,A,wd,ZING 10,Ramakrishnan,6,85,0,243,94,237,3450,2951,85.54,322,Nil,2885,Week 48,11
25-11-2020,A,wd,ZING 1,New Aravinda,13,86,28,440,87,284,3450,2576,74.67,370,Nil,2183,Week 48,11
27-11-2020,A,wd,ZING 1,New Aravinda,89,228,3,302,11,83,3450,954,27.65,311,ER70S-6-1.2mm,664,Week 48,11
27-11-2020,A,wd,ZING 10,Amalraj K,41,366,39,478,59,375,3450,924,26.78,741,ER70S-6-1.2mm,811,Week 48,11
27-11-2020,A,wd,ZING 9,vignesh,2,402,31,398,98,330,3450,2456,71.19,732,ER70S6-1.6mm-B,2712,Week 48,11
27-11-2020,A,wd,ZING 11,Amalraj K,84,265,36,142,16,14,3450,1735,50.29,279,ER70S-6-1.2mm,1746,Week 48,11
27-11-2020,A,wd,ZING 12,Amalraj K,42,62,28,163,58,20,3450,2764,80.12,82,Nil,1685,Week 48,11
27-11-2020,A,wd,ZING 8,vignesh,12,181,26,51,88,171,3450,1971,57.13,352,ER70S-6-1.2mm,81,Week 48,11
27-11-2020,A,wd,ZING 6,Rooban Ismavel,35,194,35,364,65,322,3450,2011,58.29,516,ER70S6-1.0mm,1817,Week 48,11
27-11-2020,A,wd,ZING 5,Rooban Ismavel,1,150,1,11,99,348,3450,1479,42.87,498,ER70S-6-1.2mm,1315,Week 48,11
27-11-2020,A,wd,ZING 4,Rooban Ismavel,21,239,36,97,79,194,3450,2653,76.9,433,ER70S6-0.8mm,1267,Week 48,11
27-11-2020,A,wd,ZING 3,New Aravinda,19,171,40,322,81,361,3450,3096,89.74,532,ER70S-6-1.2mm,724,Week 48,11
27-11-2020,A,wd,ZING 2,Ghanshyam,70,28,40,315,30,259,3450,1348,39.07,287,Nil,1160,Week 48,11
27-11-2020,A,dd,CHING 1,New RamKumar,61,149,0,346,39,329,3450,1052,30.49,478,EM12K-2.6mm,2885,Week 48,11
27-11-2020,A,dd,N/A,,90,395,33,78,10,453,3450,417,12.09,848,Nil,165,Week 48,11
27-11-2020,A,dd,N/A,,100,256,16,200,0,260,3450,700,20.29,516,Nil,248,Week 48,11
27-11-2020,A,dd,N/A,,52,463,19,200,48,439,3450,2576,74.67,902,Nil,195,Week 48,11
27-11-2020,A,dd,N/A,,94,189,13,375,6,95,3450,316,9.16,284,Nil,1894,Week 48,11
27-11-2020,A,dd,N/A,,92,198,2,96,8,377,3450,1930,55.94,575,Nil,186,Week 48,11
27-11-2020,A,dd,N/A,,79,471,8,232,21,151,3450,484,14.03,622,Nil,2571,Week 48,11
27-11-2020,A,dd,N/A,,61,226,12,260,39,29,3450,2696,78.14,255,Nil,2207,Week 48,11
27-11-2020,A,dd,N/A,,70,340,17,409,30,220,3450,2714,78.67,560,Nil,1649,Week 48,11
27-11-2020,A,dd,CHING 3,Ponnpan,40,155,2,312,60,375,3450,2154,62.43,530,Nil,1959,Week 48,11
27-11-2020,A,dd,CHING 2,Ponnpan,37,411,6,41,63,107,3450,2600,75.36,518,ER70S6-2.2mm,1880,Week 48,11
27-11-2020,A,saw,Pounds 1,Praveen K. V.,49,192,9,448,51,458,3450,2790,80.87,650,Nil,401,Week 48,11
27-11-2020,A,saw,N/A,,56,58,19,138,44,216,3450,457,13.25,274,Nil,896,Week 48,11
27-11-2020,A,saw,N/A,,86,100,39,44,14,155,3450,504,14.61,255,Nil,1341,Week 48,11
27-11-2020,A,saw,N/A,N/A,31,183,5,385,69,44,3450,98,2.84,227,Nil,71,Week 48,11
27-11-2020,A,saw,N/A,,47,104,36,263,53,234,3450,2868,83.13,338,Nil,1523,Week 48,11
27-11-2020,A,saw,N/A,,40,179,20,76,60,335,3450,414,12,514,Nil,1216,Week 48,11
27-11-2020,A,saw,N/A,,28,245,25,417,72,382,3450,1037,30.06,627,Nil,2223,Week 48,11
27-11-2020,A,saw,N/A,,7,67,17,75,93,198,3450,157,4.55,265,Nil,410,Week 48,11
27-11-2020,A,saw,N/A,,56,280,26,323,44,359,3450,2406,69.74,639,Nil,1685,Week 48,11
27-11-2020,A,saw,N/A,,83,81,35,130,17,101,3450,2174,63.01,182,Nil,626,Week 48,11
27-11-2020,A,saw,Pounds 2,Parthiban G,36,74,9,208,64,65,3450,3058,88.64,139,EB2-2mm-200-R,709,Week 48,11
27-11-2020,A,Spooling,BLING 1,Musadhiq,8,342,28,274,92,334,3450,2346,68,676,Nil,1870,Week 48,11
27-11-2020,A,Spooling,N/A,,59,351,3,66,41,271,3450,2586,74.96,622,Nil,2019,Week 48,11
27-11-2020,A,Spooling,N/A,,74,58,9,59,26,41,3450,98,2.84,99,Nil,852,Week 48,11
27-11-2020,A,Spooling,N/A,,59,469,4,300,41,17,3450,827,23.97,486,Nil,1692,Week 48,11
27-11-2020,A,Spooling,N/A,,95,323,14,172,5,392,3450,2220,64.35,715,Nil,1908,Week 48,11
27-11-2020,A,Spooling,N/A,,58,285,0,70,42,70,3450,695,20.14,355,Nil,591,Week 48,11
27-11-2020,A,Spooling,N/A,,76,169,40,429,24,231,3450,757,21.94,400,Nil,1595,Week 48,11
27-11-2020,A,Spooling,N/A,,36,94,24,262,64,383,3450,2886,83.65,477,Nil,1970,Week 48,11
27-11-2020,A,Spooling,BLING 4,Muthu Manikandan K,19,312,32,144,81,458,3450,625,18.12,770,ER70S6-1.2mm-250Kg,1267,Week 48,11
27-11-2020,A,Spooling,BLING 3,Sajin R,91,71,6,225,9,444,3450,2942,85.28,515,ER70S6-1.0mm-250Kg,2133,Week 48,11
27-11-2020,A,Spooling,BLING 2,Essaki Muthu E,90,201,17,416,10,261,3450,374,10.84,462,ER70S6-1.2mm-250Kg,2169,Week 48,11
27-11-2020,A,drumming,Dollars 1,New Anbarasu,0,190,10,118,100,375,3450,232,6.72,565,Nil,1034,,0
27-11-2020,A,drumming,N/A,,70,283,13,65,30,262,3450,3290,95.36,545,Nil,1178,,0
27-11-2020,A,drumming,Dollars 9,Devakumar.K,29,260,39,128,71,473,3450,2391,69.3,733,Nil,827,,0
27-11-2020,A,drumming,Dollars 11,,3,372,35,334,97,469,3450,1586,45.97,841,Nil,689,,0
27-11-2020,A,drumming,Dollars 12,Praveen Kumar,58,388,37,197,42,408,3450,2070,60,796,ER70S6-1.2-Spool,2207,,0
27-11-2020,A,drumming,Dollars 8,,68,479,20,264,32,136,3450,2571,74.52,615,Nil,2102,,0
27-11-2020,A,drumming,Dollars 6,R. Dinesh 17,57,139,14,171,43,200,3450,3001,86.99,339,ER70S6-1.2-Spool,2145,,0
27-11-2020,A,drumming,Dollars 5,Anandha Kumar,23,266,20,237,77,68,3450,45,1.3,334,Nil,2532,,0
27-11-2020,A,drumming,N/A,,6,307,38,142,94,267,3450,265,7.68,574,Nil,1520,,0
27-11-2020,A,drumming,Dollars 3,R.Dinesh 14,71,193,17,180,29,456,3450,2698,78.2,649,ER70S6-1.2-Spool,555,,0
27-11-2020,A,drumming,Dollars 2,New Senthil,49,11,6,120,51,265,3450,1951,56.55,276,ER70S6-1.2-Spool,1055,,0
27-11-2020,B,wd,ZING 1,NewSivasakthi,5,156,32,419,95,79,3450,1286,37.28,235,ER70S-6-1.2mm,1272,Week 48,11
27-11-2020,B,wd,ZING 10,Pradeep M,11,186,21,303,89,441,3450,385,11.16,627,ER70S-6-1.2mm,1621,Week 48,11
27-11-2020,B,wd,ZING 9,Manikandan D,100,289,38,365,0,391,3450,786,22.78,680,EM12K-1.6mm-B,1601,Week 48,11
27-11-2020,B,wd,ZING 11,Pradeep M,30,67,20,330,70,168,3450,442,12.81,235,ER70S-6-1.2mm,59,Week 48,11
27-11-2020,B,wd,ZING 12,Amalraj K,21,301,32,97,79,19,3450,179,5.19,320,Nil,2193,Week 48,11
27-11-2020,B,wd,ZING 8,Manikandan D,84,130,16,192,16,164,3450,2651,76.84,294,ER70S-6-1.2mm,1425,Week 48,11
27-11-2020,B,wd,ZING 6,NewSivasakthi,12,141,23,370,88,433,3450,907,26.29,574,ER70S6-1.0mm,1857,Week 48,11
27-11-2020,B,wd,ZING 5,Rooban Ismavel,25,302,36,50,75,279,3450,395,11.45,581,ER70S-6-1.2mm,585,Week 48,11
27-11-2020,B,wd,ZING 4,Bakkiyaraj.K,61,238,1,326,39,97,3450,2866,83.07,335,ER70S6-0.8mm,1716,Week 48,11
27-11-2020,B,wd,ZING 3,NewSivasakthi,40,455,28,265,60,121,3450,1684,48.81,576,ER70S-6-1.2mm,2520,Week 48,11
27-11-2020,B,wd,ZING 2,Ghanshyam,3,147,31,131,97,134,3450,2017,58.46,281,Nil,1540,Week 48,11
27-11-2020,B,dd,CHING 1,Suresh K. J.,56,212,24,12,44,339,3450,95,2.75,551,EM12K-2.6mm,1692,Week 48,11
27-11-2020,B,dd,N/A,,6,198,30,408,94,291,3450,1238,35.88,489,Nil,288,Week 48,11
27-11-2020,B,dd,N/A,,46,165,17,468,54,123,3450,941,27.28,288,Nil,210,Week 48,11
27-11-2020,B,dd,N/A,,20,389,22,200,80,246,3450,864,25.04,635,Nil,2257,Week 48,11
27-11-2020,B,dd,N/A,,54,92,40,387,46,182,3450,1830,53.04,274,Nil,2728,Week 48,11
27-11-2020,B,dd,N/A,,4,200,12,409,96,166,3450,1596,46.26,366,Nil,834,Week 48,11
27-11-2020,B,dd,N/A,,19,21,40,218,81,144,3450,1169,33.88,165,Nil,1263,Week 48,11
27-11-2020,B,dd,N/A,,82,463,35,131,18,342,3450,1595,46.23,805,Nil,2637,Week 48,11
27-11-2020,B,dd,N/A,,87,199,10,296,13,82,3450,779,22.58,281,Nil,2310,Week 48,11
27-11-2020,B,dd,CHING 3,Veliappan,42,266,10,64,58,373,3450,1325,38.41,639,ER70S6-2.2mm,2995,Week 48,11
27-11-2020,B,dd,CHING 2,New Neem Babu,70,386,36,202,30,239,3450,2273,65.88,625,ER70S6-2.2mm,2753,Week 48,11
27-11-2020,B,saw,Pounds 1,Praveen K. V.,41,191,14,245,59,134,3450,2495,72.32,325,Nil,2985,Week 48,11
27-11-2020,B,saw,N/A,,19,419,29,264,81,135,3450,2097,60.78,554,Nil,402,Week 48,11
27-11-2020,B,saw,N/A,,65,326,32,254,35,137,3450,638,18.49,463,Nil,1387,Week 48,11
27-11-2020,B,saw,N/A,N/A,30,273,5,23,70,265,3450,668,19.36,538,Nil,1484,Week 48,11
27-11-2020,B,saw,N/A,,72,474,1,227,28,443,3450,1756,50.9,917,Nil,1563,Week 48,11
27-11-2020,B,saw,N/A,,60,469,36,138,40,148,3450,2171,62.93,617,Nil,1393,Week 48,11
27-11-2020,B,saw,N/A,,51,261,4,115,49,373,3450,522,15.13,634,Nil,1847,Week 48,11
27-11-2020,B,saw,N/A,,80,213,10,79,20,281,3450,1151,33.36,494,Nil,2481,Week 48,11
27-11-2020,B,saw,N/A,,24,294,30,410,76,402,3450,2632,76.29,696,Nil,922,Week 48,11
27-11-2020,B,saw,N/A,,57,33,0,6,43,381,3450,188,5.45,414,Nil,2323,Week 48,11
27-11-2020,B,saw,Pounds 2,vijay c,30,94,22,206,70,468,3450,876,25.39,562,EB2-2mm-200-R,4,Week 48,11
27-11-2020,B,drumming,Dollars 1,New Anbarasu,25,209,4,184,75,40,3450,3101,89.88,249,Nil,2061,,0
27-11-2020,B,drumming,N/A,,42,127,16,319,58,238,3450,2832,82.09,365,Nil,2416,,0
27-11-2020,B,drumming,Dollars 9,E.Santhosh,23,104,23,436,77,200,3450,1893,54.87,304,ER70S6-1.0-Spool,2706,,0
27-11-2020,B,drumming,Dollars 11,,85,373,24,319,15,232,3450,2683,77.77,605,Nil,2146,,0
27-11-2020,B,drumming,Dollars 12,Praveen Kumar,2,166,1,239,98,366,3450,137,3.97,532,ER70S6-1.2-Spool,1706,,0
27-11-2020,B,drumming,Dollars 8,,19,123,35,49,81,122,3450,411,11.91,245,Nil,1689,,0
27-11-2020,B,drumming,Dollars 6,New Anbarasu,71,475,32,238,29,274,3450,2791,80.9,749,ER70S6-1.2-Spool,2166,,0
27-11-2020,B,drumming,Dollars 5,M.Dinesh,19,186,35,260,81,466,3450,3280,95.07,652,ER70S6-1.38mm-Spool,2942,,0
27-11-2020,B,drumming,N/A,,6,420,36,81,94,39,3450,576,16.7,459,Nil,936,,0
27-11-2020,B,drumming,Dollars 3,R.Dinesh 14,94,106,12,321,6,299,3450,1587,46,405,ER70S6-1.2-Spool,798,,0
27-11-2020,B,drumming,Dollars 2,New Senthil,60,182,19,330,40,327,3450,2169,62.87,509,ER70S6-1.2-Spool,133,,0
27-11-2020,C,wd,ZING 1,NewSivasakthi,71,137,29,322,29,34,3450,243,7.04,171,ER70S-6-1.2mm,341,Week 48,11
27-11-2020,C,wd,ZING 10,Ghanshyam,68,334,10,418,32,138,3450,835,24.2,472,ER70S-6-1.2mm,931,Week 48,11
27-11-2020,C,wd,ZING 9,Ramakrishnan,90,216,5,436,10,29,3450,1622,47.01,245,EM12K-1.6mm-B,1848,Week 48,11
27-11-2020,C,wd,ZING 11,Ghanshyam,21,247,31,404,79,202,3450,125,3.62,449,ER70S-6-1.2mm,2941,Week 48,11
27-11-2020,C,wd,ZING 12,Amalraj K,78,437,36,358,22,366,3450,2358,68.35,803,Nil,2564,Week 48,11
27-11-2020,C,wd,ZING 8,Ramakrishnan,79,207,18,152,21,205,3450,1844,53.45,412,ER70S-6-1.2mm,293,Week 48,11
27-11-2020,C,wd,ZING 6,NewSivasakthi,61,159,38,421,39,98,3450,3076,89.16,257,Nil,908,Week 48,11
27-11-2020,C,wd,ZING 5,vignesh,99,339,37,48,1,211,3450,154,4.46,550,ER70S-6-1.2mm,62,Week 48,11
27-11-2020,C,wd,ZING 4,Kumarasami P,53,82,3,184,47,100,3450,723,20.96,182,ER70S6-1.0mm,2727,Week 48,11
27-11-2020,C,wd,ZING 3,Kumarasami P,73,258,32,279,27,447,3450,1325,38.41,705,ER70S-6-1.2mm,1512,Week 48,11
27-11-2020,C,wd,ZING 2,Ghanshyam,12,400,33,126,88,310,3450,3435,99.57,710,Nil,2503,Week 48,11
27-11-2020,C,dd,CHING 1,Thirumoorthy,7,236,33,380,93,185,3450,293,8.49,421,EM12K-2.6mm,402,Week 48,11
27-11-2020,C,dd,N/A,,92,447,3,239,8,253,3450,394,11.42,700,Nil,1492,Week 48,11
27-11-2020,C,dd,N/A,,14,169,38,167,86,353,3450,2342,67.88,522,Nil,1932,Week 48,11
27-11-2020,C,dd,N/A,,86,441,0,92,14,67,3450,3337,96.72,508,Nil,2395,Week 48,11
27-11-2020,C,dd,N/A,,22,8,29,65,78,103,3450,1917,55.57,111,Nil,1408,Week 48,11
27-11-2020,C,dd,N/A,,68,188,35,144,32,293,3450,1509,43.74,481,Nil,1561,Week 48,11
27-11-2020,C,dd,N/A,,34,294,33,335,66,220,3450,170,4.93,514,Nil,2834,Week 48,11
27-11-2020,C,dd,N/A,,25,236,19,139,75,256,3450,208,6.03,492,Nil,1922,Week 48,11
27-11-2020,C,dd,N/A,,34,175,20,187,66,49,3450,2487,72.09,224,Nil,1148,Week 48,11
27-11-2020,C,dd,CHING 3,Thirumoorthy,83,288,15,364,17,3,3450,1103,31.97,291,ER70S6-2.2mm,1963,Week 48,11
27-11-2020,C,dd,CHING 2,Elumalai K,86,25,5,60,14,18,3450,2299,66.64,43,ER70S6-2.2mm,1410,Week 48,11
27-11-2020,C,saw,Pounds 1,Praveen K. V.,73,294,24,334,27,262,3450,1223,35.45,556,Nil,2757,Week 48,11
27-11-2020,C,saw,N/A,,37,70,0,89,63,90,3450,1201,34.81,160,Nil,616,Week 48,11
27-11-2020,C,saw,N/A,,1,383,28,361,99,346,3450,371,10.75,729,Nil,116,Week 48,11
27-11-2020,C,saw,N/A,N/A,34,446,23,134,66,43,3450,2351,68.14,489,Nil,2267,Week 48,11
27-11-2020,C,saw,N/A,,81,442,22,115,19,361,3450,2665,77.25,803,Nil,753,Week 48,11
27-11-2020,C,saw,N/A,,63,346,12,265,37,240,3450,3187,92.38,586,Nil,2680,Week 48,11
27-11-2020,C,saw,N/A,,48,411,33,392,52,306,3450,429,12.43,717,Nil,943,Week 48,11
27-11-2020,C,saw,N/A,,60,462,28,127,40,69,3450,3413,98.93,531,Nil,66,Week 48,11
27-11-2020,C,saw,N/A,,0,268,26,10,100,162,3450,483,14,430,Nil,1147,Week 48,11
27-11-2020,C,saw,N/A,,67,205,20,456,33,463,3450,2368,68.64,668,Nil,1827,Week 48,11
27-11-2020,C,saw,Pounds 2,Gnanasekar V,9,443,11,241,91,14,3450,2453,71.1,457,ER70S6-2mm-AxlesRee,705,Week 48,11
27-11-2020,C,Spooling,BLING 1,Noor Amen,54,345,38,378,46,213,3450,1667,48.32,558,ER70S6-1.2mm-250Kg,1697,Week 48,11
27-11-2020,C,Spooling,N/A,,49,420,29,413,51,339,3450,2953,85.59,759,Nil,674,Week 48,11
27-11-2020,C,Spooling,N/A,,17,69,29,284,83,228,3450,2902,84.12,297,Nil,2834,Week 48,11
27-11-2020,C,Spooling,N/A,,85,417,20,123,15,479,3450,24,0.7,896,Nil,1297,Week 48,11
27-11-2020,C,Spooling,N/A,,92,317,1,225,8,449,3450,177,5.13,766,Nil,1960,Week 48,11
27-11-2020,C,Spooling,N/A,,30,195,30,93,70,257,3450,570,16.52,452,Nil,2448,Week 48,11
27-11-2020,C,Spooling,N/A,,50,473,31,269,50,426,3450,3490,101.16,899,Nil,938,Week 48,11
27-11-2020,C,Spooling,N/A,,42,85,33,300,58,68,3450,2364,68.52,153,Nil,499,Week 48,11
27-11-2020,C,Spooling,BLING 4,Pandiaraj B,94,471,22,127,6,114,3450,3244,94.03,585,ER70S6-1.2mm-250Kg,1431,Week 48,11
27-11-2020,C,Spooling,BLING 3,Sajin R,57,88,5,339,43,19,3450,1383,40.09,107,ER70S6-1.2mm-250Kg,1687,Week 48,11
27-11-2020,C,Spooling,BLING 2,Yuvaraj S,44,88,13,180,56,442,3450,1315,38.12,530,ER70S6-1.0mm-100Kg,298,Week 48,11
27-11-2020,C,drumming,Dollars 1,New Anbarasu,59,358,20,167,41,43,3450,620,17.97,401,Nil,2215,,0
27-11-2020,C,drumming,N/A,,22,281,12,380,78,215,3450,3266,94.67,496,Nil,1421,,0
27-11-2020,C,drumming,Dollars 9,Ayyappan V,6,49,36,323,94,223,3450,566,16.41,272,ER70S6-1.2-Spool,941,,0
27-11-2020,C,drumming,Dollars 11,,62,336,4,239,38,242,3450,2214,64.17,578,Nil,869,,0
27-11-2020,C,drumming,Dollars 12,Praveen Kumar,87,393,13,191,13,51,3450,409,11.86,444,ER70S6-1.2-Spool,1378,,0
27-11-2020,C,drumming,Dollars 8,,83,469,21,194,17,370,3450,1863,54,839,Nil,945,,0
27-11-2020,C,drumming,Dollars 6,Surrender,63,159,7,149,37,279,3450,3314,96.06,438,ER70S6-1.6-Spool,1932,,0
27-11-2020,C,drumming,Dollars 5,Gowtham V,94,417,6,230,6,326,3450,3248,94.14,743,ER70S6-1.2-Spool,1801,,0
27-11-2020,C,drumming,N/A,,44,399,30,280,56,190,3450,2843,82.41,589,Nil,1119,,0
27-11-2020,C,drumming,Dollars 3,R. Manivannan,83,106,16,205,17,346,3450,2813,81.54,452,ER70S6-0.8-Spool,1623,,0
27-11-2020,C,drumming,Dollars 2,New Senthil,44,312,36,307,56,396,3450,3040,88.12,708,ER70S6-1.2-Spool,2603,,0
28-11-2020,A,wd,ZING 1,New Aravinda,34,425,35,440,66,2,3450,2154,62.43,427,ER70S-6-1.2mm,2565,Week 48,11
28-11-2020,A,wd,ZING 10,Pradeep M,44,56,9,338,56,375,3450,3486,101.04,431,ER70S-6-1.2mm,725,Week 48,11
28-11-2020,A,wd,ZING 9,vignesh,55,208,37,474,45,326,3450,2831,82.06,534,EM12K-1.6mm-B,2713,Week 48,11
28-11-2020,A,wd,ZING 11,Pradeep M,82,217,5,22,18,365,3450,1704,49.39,582,ER70S-6-1.2mm,668,Week 48,11
28-11-2020,A,wd,ZING 12,Amalraj K,42,418,14,379,58,46,3450,1227,35.57,464,ER70S-6-1.2mm,773,Week 48,11
28-11-2020,A,wd,ZING 8,Jayaprakash.M,1,199,29,89,99,78,3450,2122,61.51,277,ER70S-6-1.2mm,2921,Week 48,11
28-11-2020,A,wd,ZING 6,NewSivasakthi,43,345,32,245,57,43,3450,1288,37.33,388,Nil,1355,Week 48,11
28-11-2020,A,wd,ZING 5,Jayaprakash.M,60,244,28,127,40,372,3450,1232,35.71,616,ER70S-6-1.2mm,2751,Week 48,11
28-11-2020,A,wd,ZING 4,Rooban Ismavel,43,362,15,386,57,475,3450,1859,53.88,837,ER70S6-1.0mm,827,Week 48,11
28-11-2020,A,wd,ZING 3,Rooban Ismavel,67,178,13,55,33,339,3450,3034,87.94,517,ER70S-6-1.2mm,910,Week 48,11
28-11-2020,A,wd,ZING 2,Ghanshyam,12,6,16,152,88,291,3450,211,6.12,297,Nil,24,Week 48,11
28-11-2020,A,dd,CHING 1,New RamKumar,72,2,33,49,28,385,3450,970,28.12,387,EM12K-2.2mm,703,Week 48,11
28-11-2020,A,dd,N/A,,92,115,29,233,8,288,3450,1623,47.04,403,Nil,1161,Week 48,11
28-11-2020,A,dd,N/A,,16,254,39,450,84,199,3450,1056,30.61,453,Nil,396,Week 48,11
28-11-2020,A,dd,N/A,,71,37,38,55,29,129,3450,907,26.29,166,Nil,220,Week 48,11
28-11-2020,A,dd,N/A,,59,460,35,305,41,77,3450,3308,95.88,537,Nil,2559,Week 48,11
28-11-2020,A,dd,N/A,,13,10,25,129,87,51,3450,3070,88.99,61,Nil,195,Week 48,11
28-11-2020,A,dd,N/A,,95,319,28,8,5,138,3450,1662,48.17,457,Nil,1005,Week 48,11
28-11-2020,A,dd,N/A,,54,276,15,347,46,331,3450,145,4.2,607,Nil,704,Week 48,11
28-11-2020,A,dd,N/A,,4,408,19,4,96,404,3450,2795,81.01,812,Nil,1817,Week 48,11
28-11-2020,A,dd,CHING 3,Parthiban G,26,198,33,263,74,240,3450,2023,58.64,438,ER70S6-2.2mm,1820,Week 48,11
28-11-2020,A,dd,CHING 2,Ponnpan,76,365,10,338,24,385,3450,1633,47.33,750,ER70S6-2.2mm,2593,Week 48,11
28-11-2020,A,saw,Pounds 1,Praveen K. V.,80,404,10,148,20,401,3450,1081,31.33,805,Nil,2016,Week 48,11
28-11-2020,A,saw,N/A,,100,468,40,237,0,142,3450,2618,75.88,610,Nil,1281,Week 48,11
28-11-2020,A,saw,N/A,,76,155,7,267,24,265,3450,1296,37.57,420,Nil,979,Week 48,11
